text,lang,offensive_manual,abusive_manual
Laat ze maar fluiten,nl,,
De prijs van meest trieste reactie van 2024 gaat naar @Coinpower123,nl,,
"Dennis te Kloese heeft Feyenoord financieel gezond gemaakt, domme idioot. Priske is verantwoordelijk voor de wanprestatie met dit elftal, door er veel te weinig uit te halen",nl,,
"Goed bezig AZ, maar wat is dat RKC treurig slecht",nl,,
"Komen jullie goed weg, kan goes niet beter een psychiater opzoeken zwaar gefrustreerd en agressief.",nl,,
Dat deze wedstrijd om 12.15 begon. Veel te vroeg voor een kampioenswedstrijd. Daardoor was ik te vroeg al te dronken om mij er nog iets van te kunnen herinneren,nl,,
"Van Persie wat een verschrikking. Zo eigenwijs met zijn opstellingen. Zet Trenskow nou gewoon op rechts man. Je ziet toch dat dit niet werkt. Maar hij heeft een nieuwe lieveling, Jahanbaksh. Bakt er geen klote van, maar dat maakt uiteraard niet uit.",nl,,
Mokio weer lekker gespeeld wat een talent,nl,,
PSV zonder Veerman en Schouten……pfffff. Totaal ander PSV.,nl,,
De laatste keren dat ie speelde was het niet veel en tegen willen 2 was get echt dramatisch. Velanas ging teminste zn man nog voorbij meerdere keren,nl,,
"Ajax wordt weer eens geholpen door de @knvb 
Meer dan schandalig",nl,,
100% erbuiten 🤡🤡🤡,nl,,
Tja het geluk zit ook niet mee zeg…,nl,,
"Ik vind Farioli echt een topper, erg ondergewaardeerd door Nederlandse media. Maar ben ik de enige die hier nu ook een beetje klaar mee raak? Wtf zijn deze namen? Dit is gewoon een wedstrijd die je start met je beste 11, 5/6-0 wint en dan spelers wisselt. Dit wordt nu 1-0 / 2-0..",nl,,
Daar gaat de winst. Nu zelfs oppassen voor verlies. Zit er wel in,nl,,
De verdediging blijft ons Achilleshiel.,nl,,
Ja ik ben er nu wel klaar mee 16M weggegooid geld zerrouki en Ueda,nl,,
Mis de optie niemand.,nl,,
Gaat het verder goed met je?,nl,,
Ik voel hem wel,nl,,
"JAAAAAAAA🤍❤️🤍
Geweldige teamprestatie!!",nl,,
Alles geven! 🖤🤍,nl,,
"Blijf doorgaan, laat de hitte nog heter worden🔥🔥🔥",nl,,
Heb hem al binnen,nl,,
Deze scheids zo overduidelijk voor fey het is zo schandalig heeft alles aan fey gegeven 🤡🤡🤡,nl,,
Het is niet om aan te zien zo slecht. Beter terug naar vrijdagavond voetbal. Dat is meer het niveau,nl,,
Je verkoopt Santi voor een te laag bedrag 1 dag voor deze pot die je moet winnen. Wetende dat Ueda geen 90 min kan spelen en niet het ritme/vorm heeft. Schiet mij maar lek hoor wat een kut bestuur hebben we. Voortborduren op wat slot heeft opgebouwd hebben ze ook nagelaten.,nl,,
Speelt Luuk niet zie ik bij livescore opstelling?,nl,,
Pakt geen bal die vent!,nl,,
Lindhout fluit als een debiel,nl,,
"Onthoud ze maar goed. 
Gaat niet meer gebeuren.",nl,,
Tillman moet natuurlijk gewoon op 10,nl,,
kkr club zijn jullie,nl,,
Is er eigenlijk een entrada morgen?,nl,,
Let’s goooo!! 🔴⚪️,nl,,
Beter dan 18-19 slechter dan 24-25. 🙂,nl,,
"Hele goede wedstrijd. 3 punten moest eigenlijk gehaald worden, jammer! Op naar zondag UUUUU!!",nl,,
Nu ik het gemeentelogo zie... Gaan ze ons uit het stadion trappen?,nl,,
Laat weghorst hem nemen,nl,,
"Iedere persco, letterlijk, iedere!
Het kampioenschap 99.",nl,,
God allemachtig doe fuckn bakayoko kan echt werkelijk niks,nl,,
"Stel deze gast aub nooit meer op, hoe kan hij zo vaak vergeven worden voor de fouten die hij elke week weer opnieuw maakt?",nl,,
Komoptan!! Wij desespereren nimmer! Volgende week volle bak met zijn allen!,nl,,
"Laat die transfer van Bijlow alsjeblieft klappen en zet hem weer op doel, 4 wedstrijden 4 keer staat die Wellenreuther dom te doen.",nl,,
"Dit stemt godverdomme helemaal niet tot tevredenheid stelletje lamme flikkers, maak je eens hard voor de supporters in plaats van hier ""tevreden mee te zijn""",nl,,
❤💛 RELAX! Old soldiers never die!,nl,,
Dit mag je Priske hard aanrekenen. Hij verzuimt na 4-5 waarschuwingen zekerheid in te bouwen..afscheid nemen.,nl,,
Gijssie toppert 👍🏻👍🏻👍🏻,nl,,
Zet ff een bril op ofzo...,nl,,
Kom op….wij willen strijd en vechtlust….💪💪,nl,,
Wat een lelijk doelpunt. En wat een verschrikkelijke wedstrijd,nl,,
Trotse voorzitter van zijn fanclub,nl,,
Wat een kk triest team hebben wij zeg,nl,,
Bloemetje voor Higler ?,nl,,
Vond ik ook erg triest. Bij een blessure juich je niet. Dat is zo laag.,nl,,
"Maakt echt stappen die vent, mooi om te zien",nl,,
Lets goooooo! Wat een aanval 🔥🔥🔥,nl,,
Goh waar heb ik dat toch eerder gezien? Wannabe ultras,nl,,
Je speelt met 3 spitsen in de basis 😅,nl,,
is het een offday? of tactisch overklast?,nl,,
Volgens mij zijn de regels dat hij maar max 1 Feyenoorder mag meenemen man…,nl,,
Dit gaat toch helemaal nergens meer over. Kunnen amper 3x naar elkaar overspelen. Wat een treurig niveau zeg.,nl,,
Pasveer in zijn Olie B Bommel jas,nl,,
Wanvertoning,nl,,
Gevoel dat we met die trein bijna in Berlijn zijn !,nl,,
"Dat is het PSV gevoel, een grote familie. Ga je goed Chucky 🖖",nl,,
Oliedomme gele kaart... Als hij op de bal had gelet had hij gezien dat je de bal al terug ging krijgen,nl,,
Was een ruil om Redmond bij het eerste te krijgen,nl,,
Die bal had je er ook wel mogen in janken!,nl,,
en veel slechte aankopen voor dit seizoen.,nl,,
Draak van een wedstrijd,nl,,
Wij springen allemaal voor Mika!😁😁,nl,,
Het lieve mannetje nog naar AZ 1 en de Eredivisie is twee topstadionspeakers rijker,nl,,
"Lekker anoniem reageren, toetsenbord held",nl,,
Gewoon niet meer terugkomen. Het lijkt toch nergens op,nl,,
Wat de kanker doet priske toch tijdens trainingen?,nl,,
Als we maar winnen 💪🏻❌❌❌,nl,,
Heerlijk! Gewoon heerlijk! 🤤,nl,,
"Probeer niet geblesseerd te raken, Level impossible",nl,,
Henderson ook weer prima gespeelt je zou hem eigenlijk ook moeten verlengen,nl,,
Nu eroverheen,nl,,
Gaat de avond toch nog leuk worden?,nl,,
"“Fernandes, die na een dergelijke actie probeert de bal terug te veroveren, krijgt van de scheidsrechter direct rood.” 

Een gele-zwarte bril is prima. Maar ik zou hem de volgende keer wel opzetten. Donkerrood natuurlijk 😂",nl,,
Ik ben het helemaal met je eens man. Ik snapte alleen de wissel van Lahdo niet want Poku moest er natuurlijk uit maar daarbuiten erg sterk gedaan.,nl,,
Klaassen moet weer een invaller worden jongens,nl,,
Voor Fernando! Groot voorbeeld voor iedereen! Never give up en fighting spirit! zo ook vandaag! gewoon er vol tegenaan💙,nl,,
"Ohja ten Hag, nog minder identiteit aan je club toevoegen",nl,,
Oosting onderkent niet dat Twente een structureel probleem heeft met rendement in de aanval. Laat hij maar vertellen hoe de staf het aantal goede voorzetten en afwerken gaat verbeteren. Ik vind deze uitleg te makkelijk,nl,,
"Je moet doordrukken, mes zat op de keel en dan moet je snijden. Dit was mes terug trekken en worstelen.",nl,,
Gewoon een terechte penalty,nl,,
Om je kapot te schamen hetgeen ze vandaag op de mat hebben gebracht,nl,,
Ik vraag me af of Pepi vandaag in de plaats van De Jong speelt? Een uitwedstrijd in Brest is belangrijk. Rotatie kan nodig zijn.,nl,,
Was al eerder assistent trainer bij PSV. Had dus meer een band met PSV dan Bosz.,nl,,
Haha geweldig,nl,,
Maar wat een kutploeg hebben ze met #AZ in #Alkmaar. Sterallures die nergens op slaan.,nl,,
Logo zo pontificaal in beeld hoeft niet per se 😒,nl,,
"Te laat, had eerder gemoeten. En maes had bokila er al veel eerder uit moeten halen, dit zag iedereen aankomen.",nl,,
"Het interview van Kraay je, achteraf. #toppertje",nl,,
Is er nog voorraad in de fanshop?,nl,,
"Wat een gevloek met die ernstige ziekte, man man man tis maar een spelletje",nl,,
We hebben het gezien. Ajax domineerde van begin tot eind.,nl,,
Lekker makkelijk gegeven weer...,nl,,
Kanker op hoor Ajax ken altijd alles… gaat het weer niet hoe je het wilt? Heb je er dan wat van te zeggen? Wanneer de scheids een keer niet mee zit?,nl,,
Haha wat een laffe sticker,nl,,
Met welk geweer moet je met beide vingers de trekker overhalen? 🤔,nl,,
Belachelijk om hem voor deze wedstrijd al niet meer te hebben. Echt een belachelijke beslissing van Kroes 🤬,nl,,
"10/15 minuten erg goed gedaan, dan toch weer gatenkaas in de verdediging, achilleshiel dit seizoen, maar ook aanvallend weinig gebracht. Hopelijk komt de over mijn lijk mentaliteit snel..",nl,,
Lauristen nog niet fit genoeg? Wel op de bank.,nl,,
Lang geen vrijetrap maar Twente wel. Meten met twee maten.,nl,,
"Slappe eigenwijze kut coach die Bosz. Met mentaal instabiele gekken blijven spelen. Een coach met ballen had Land morgen in de basis gezet. Net als Babadi. Echt verschrikkelijk dit.

BOSZ OUT!!!!!",nl,,
"Je zal er maar gezeten hebben...
Met een pakje #WitteZakdoekjes!
🤦😂",nl,,
Kostorz gaat zijn rekening openen vandaag,nl,,
Je voelde het van mijlen ver aankomen... Zelf geen enkele kans afmaken en totale paniek de tweede helft,nl,,
Omdat de trainer het belang van ‘iedereen bij de groep houden’ bizar overdrijft.,nl,,
"Poku en Lahdo, mijn god, moment van de waarheid...",nl,,
Maar 1 club de echte club in Twente!,nl,,
"Kop erbij houden, hier is zeker wat te halen",nl,,
Wat een vent,nl,,
Je moet de stand even aanpassen man.,nl,,
In deze wedstrijd komt het tweede doelpunt niet op tijd uit. Tegen Utrecht en tegen Nec had hij fouten die de al gewonnen wedstrijdoverwinningen kostten.,nl,,
Een trommel gebruiken waardoor je jou eigen gezang niet hoort😂,nl,,
"Tijd om te gaan, Maarten. En neem Max even mee.",nl,,
Van wolfswinkel weer op de flanken😴,nl,,
"Bazen!!! Wat een topprestatie!
Enne bedankt uit Amsterdam",nl,,
"Karsdorp NOOIT meer opstellen. Boscagli ALTIJD CV laten staan niet op het middenveld. Saibari en Til dramatisch. Bosz die niks verandert, kansloos optreden.",nl,,
Verdient voor,nl,,
"Is het hek voor de spelers wel open?? Wij staan nog buiten, duel is al begonnen",nl,,
Daar stond Oppegard te slapen,nl,,
Waaat is dit,nl,,
Gaan met die banaan boyz! Laat die Feyenoorders zien  wie de echte baas is!,nl,,
Komen goed weg. Vandaag moeilijkheden (wederom) 100% schuld farioli. Met goede coach had je 6 punten meer gehad.,nl,,
Beetje jammer dat hij niet toe durft te geven dat Ajax deze wedstrijd gewoon de betere ploeg was!!,nl,,
@xFaroukPSV starbooooi 😍,nl,,
Zou me kapot schamen na zo'n schwalbe,nl,,
Je gunt het ollie bij Ajax. 6x meer verdienen. Logisch. Dat kun je als Club niet tegen houden he. Net als kuipers. Ook salaris x4,nl,,
"Bosz out, tis mooi geweest",nl,,
Wat vond je van Floranus over de hele wedstrijd?,nl,,
Dat kan doorslaggevend zijn voor het resultaat maar heeft niets te maken met of je wel of niet je best doet.,nl,,
GAE is Feyenoord 2.0. Hoe bedoel je weggeven,nl,,
Ik hou van Italië,nl,,
Waarbij Lammers? Het duurt wel erg lang!,nl,,
Lamlendig kut voetbal,nl,,
Oosting had de bal inderdaad klemvast moeten hebben op doel!!!! Kneusje,nl,,
"Duurt veelste lang, had veel eerder erin gemoeten!",nl,,
"Dat 1/2 spelers niet in de wedstrijd zitten, kan gebeuren,maar bij PSV zakt ‘t hele elftal door de grens. Veel te laag tempo, Tillman,Saibari en Schouten allem gewoon slecht,verdediging ronduit zwak, Luuk krijgt amper ballen. Je ziet dat ‘t niet loopt. Bosz wisselt veel te laat.",nl,,
"Ik denk dat je de boodschap hebt gemist.

Zal je even helpen: Tillman is de meest ondergewaardeerde voetballer in 10 jaar Eredivisie.",nl,,
Wat erbarmelijk slecht!!!!!!!,nl,,
Kapot schamen. Allemaal.,nl,,
Die assistenten zijn goud waard.,nl,,
Mensen moeten eens achter de spelers gaan staan. Rasmussen stelt zichzelf niet op en doet gewoon zijn best. Dat dat niet altijd voldoende is geeft je niet een reden hem uit te fluiten.,nl,,
"Pfff
Allemaal net niet ballen. 2e helft tandje erbij!",nl,,
Beide keepers weg. Noppert halen en DTK terug  naar Mexico. Hebben echt een kut selectie. Hancko en Giminez beide vertrekken en 100 mio incasseren en opnieuw beginnen.,nl,,
Kan die sukkel van een bos niet lekker optyfen,nl,,
"4-4-2, interessant. Hopen dat we goed omspringen met de kansen",nl,,
Schiet er nog maar 1 bij misschien dat die allach dan inziet dat fraser dit niet aan de praat krijgt,nl,,
Breng rugani voor de laaste 10min,nl,,
"Hou er maar mee op hoor 🤣 Van den Boomen, mag nooit op het wedstrijdformulier staan en al helemaal niet op 6. Farioli, waarom toch steeds spelers pleasen?",nl,,
Altijd als ik die vent hoor schreeuwen denk ik hieraan,nl,,
Ga zelf weg man,nl,,
"verlaat voetbal voordat voetbal je verlaat. weet je überhaupt hoe je voetbal moet spelen? Zelfs geen behoorlijk schot op doel in 90 minuten. de keeper die dit seizoen maar 1 clean sheet kon houden, hoefde geen stap van zijn positie te veranderen om een schot te stoppen.",nl,,
"Kunnen jullie Mijnans wisselen? AZ luistert niet. Speel maar met 12, is prima tegenwoordig.",nl,,
Stop toch strijden? Heb jij ze zien strijden?,nl,,
Benitez blijft de zwakste schakel in dit PSV. Mag er nooit in.,nl,,
Zijn we al begonnen… 🥱,nl,,
Dit is de meest logische opstelling!!,nl,,
Tijd voor justin bijlow,nl,,
"Ha ha!! Op zich zeker gegund, maar ik acht de kans net wat groter dan dat ze daar naar de kelder gaan",nl,,
Tijd voor een trainer die wel weet wat hij doet!,nl,,
Joh wat een verrassing😂,nl,,
De directie is hard op weg de club in een spiraal naar beneden de brengen. Moet het dan echt eerst misgaan? Ondanks waarschuwingen de kwaliteit van de selectie dit jaar weer verder uitgehold. Mislopen Europees voetbal lijkt dit seizoen volkomen reeel met deze groep. Dure grap.,nl,,
Successupporters bij lampie club vroegtijdig naar huis 😂,nl,,
Viel mij ook al op… maar maanden uitgeschakeld🙄,nl,,
"Best mogelijke opstelling, lets' gooo! ❌❌❌",nl,,
Niet om aantezien wat is dit toch elke keer met Feyenoord,nl,,
Te genuanceerd,nl,,
😍😍😍 Slot weer de coach?? Van Persie 🔥,nl,,
Lekker hoor...,nl,,
"Grote klasse. Al meerdere wedstrijden valt hij positief op. Vandaag, steeds weer goed voor z’n man komen. Top!",nl,,
Waar is Pasveer?,nl,,
En ik heb nieuwe stembanden nodig jemig man wat een wedstrijd 🥳🥳🥳🔴⚪️⚫️,nl,,
Misschien moet Bacuna maar eens een lange vakantie op de bank hebben,nl,,
"Ik voel het, hij gaat een goal maken!",nl,,
Dat klinkt als heel veel 🤣😉,nl,,
"Nee. Van der Heide, Didden, Ould Chikh, Koglin, Reith, Müller, Zauner en misschien ook Daneels waren allemaal belangrijker dan hij. Hij had wel samen met Didden de meeste potentie",nl,,
Mafklapper met z'n zenuwtrekje,nl,,
Op naar Duitsland,nl,,
Fantastisch…… echt top geweldig … waar is onze top spits .. onze hoop in al een kut seizoen..,nl,,
Mischien voorlopig de o21 maar de wedstrijden van het eerste laten spelen dan...🤣,nl,,
Mooie prestatie! Groeten van een Utreg-fan.,nl,,
begint verdacht veel op ultras te lijken🥁🥁🥁,nl,,
''pisvee'' touw nek boom aub,nl,,
@KNVB 🤡 en dinsdag wordt die zekers weer geseponeerd,nl,,
Volgende keer David Min en Zidane Iqbal er uit laten. Noah Ohio is veel meer doelgericht dan David Min en Iqbal heeft kinderlijk balverlies. Lekker bezig Noah 💪,nl,,
Hahaha vd Kust op linksbuiten. Lekker bezig Nijkamp! Wat een schande.,nl,,
Weer zonder Daan Rots.... Jammer.,nl,,
Wat vreselijk. 😞,nl,,
"Zoek de problemen bij je eigen team en geef niet steeds iemand anders de schuld, zo goed zijn jullie tegenwoordig niet.",nl,,
Zwaar de beste!!!!,nl,,
Echt een gênante overtreding. Dit zag een blinde al aankomen dat ie 2/3 stappen te laat was.🥴,nl,,
Ik kom hier speciaal voor jou,nl,,
"Mooi om van Persie zo te zien genieten.
Read was echt geweldig en Paixao subliem.",nl,,
En het @ADSportwereld heeft het wederom fout met weghorst 🤣🤣🤣,nl,,
"En man zei gister nog dat hij beter is dan Larsen, Solanke, Watkins en Vardy🤣🤣🤣🤣🤡🤡🤡",nl,,
3 kansen gecreëerd in 3 wedstrijden,nl,,
Hemel blauw?,nl,,
Fijne wedstrijd Ajacieden succes boys ❌❌❌,nl,,
Ut het nooit wat weest... 😂,nl,,
"Ik denk selectie niet goed genoeg...nieuwkoop,zerrouki,bueno,lotomba,wellenreuter,mousa,smal...allemaal middelmaat",nl,,
Algemeneklokkenluider,nl,,
Lekker verdedigd boys,nl,,
Deze wedstrijd al zeker 4 keer gebeurt,nl,,
Hij is echt goed hè,nl,,
Brobjeeeee,nl,,
"Poah, wat een goal!!",nl,,
"Joris, onze rots in de branding!",nl,,
Ze gaan beide scoren,nl,,
Te laat aanvallend gewisseld…,nl,,
Oosting de toppert!,nl,,
Wat een kt corner van Monteiro en domme actie van Namli,nl,,
Wat een dramatische wedstrijd weer. Kijk al uit naar Milaan 😍 #priskeout,nl,,
Oosting out,nl,,
Eliano Reijnders start again!,nl,,
"Als je al compact wilt spelen, mag je nooit zoveel ruimte weggeven. Zelf is JJ al geen felle, maar hij weet dit ook niet in de ploeg aan te brengen. In dat opzicht een hele matige, softe trainer.",nl,,
"de Ivanusec van Zagreb is long gone, wat is die vent schijt geworden.",nl,,
Eigenlijk zedde gij gewoon die zien we nie meer terug,nl,,
Waar is sutalo wat is er met hem?,nl,,
"Lekker op tijd dit, ben al kats van de kaart en dan dit soort fratsen. Hopen dat ik Breda haal.",nl,,
Kroes en Mislintat zijn de slechtste TD’s die Ajax ooit heeft gehad en de een doet niet onder voor de ander. Alles wordt verhuurd met niet-verplichte optie tot koop. Oftewel: komende zomer worden de renderende spelers te goedkoop overgenomen en krijgen we de mislukkingen terug.,nl,,
Wat een voorzet zeg🔥,nl,,
Nog alle wissels beschikbaar!,nl,,
Gaan we in het geel vanavond?,nl,,
Goed en juist gesproken 👍,nl,,
"Het was ver onder hoofdklasse niveau vanavond. Waardeloos, volledig terecht verloren, gefeliciteerd @NACnl.",nl,,
Rijsdijk out,nl,,
Zonder Josip gaat dit lastig worden,nl,,
Stijn was toch niet zo goed 🙈😎,nl,,
Matheus  wordt intensief ingeschoten maar ik zie Pasveer nergens,nl,,
Pleur op met dit kk gezever. Lakse kut koppen. Voetballen stelletje lamzakken. Kansloos gezever.,nl,,
"Voorspelbare persco na afloop. ""Uit bij Feyenoord kun je een keer verliezen"" en ""vergeet niet van waar we vandaan komen""",nl,,
Toch fijn dat al onze nieuwe aanvallend ingestelde spelers de bank mogen warm houden.,nl,,
Prima eerste helft van PEC,nl,,
denk met oog op arsenal,nl,,
Kijk daar moet Brobbey echt nog van leren,nl,,
Dat is van Basten Pannenkoek,nl,,
En dat is geen gele kaart??,nl,,
Nou kun je t wel weer vergeten..,nl,,
@T_W_weed er gaat geen dag voorbij waar wij niet met 3 echte middenvelders kunnen spelen t is echt ongeloofelijk😂,nl,,
Stuk voor stuk Utrechtse jochies.,nl,,
Ik zou er 11 doen!🤣😂,nl,,
Ben ik de enige die dit een onbeschoft varken vind en hoopt dat die kaugum in zijn strot schiet en de moord steek t 🥳,nl,,
Dit is niet Joost Volmer,nl,,
De Youri en Harrie link up,nl,,
Stelletje clowns daar in Breda!,nl,,
Zerrouki erin Milambo out,nl,,
"Dus Bouziane speelde in Engeland niet, speelde bij Jong AZ niet, en nu weer niet, wat zal die jongen lekker uitgerust zijn...",nl,,
"Dat hoefde helemaal niet, want de extra tijd is altijd minimaal.",nl,,
"Dit kan je toch geen verdedigen noemen ""Sta erbij en kijk ernaar""",nl,,
Tuurlijk en Feyenoord krijgt nooit een penalty tegen twente,nl,,
Pfff komen we weer goed weg,nl,,
"4e plaats hoogst haalbare. Man man man, wat slecht",nl,,
"Stemmen op een goede scheidsrechter? (Althans een scheidsrechter die het niet uit de hand laat lopen?) Dat kan!

scheidsrechtervanhetjaar.nl/…",nl,,
Here we go ♥️😍,nl,,
"42 gevaarlijke inworpen van Van den Bergh, twee goals van David Min, en een 0-2 eindstand.",nl,,
Ach we weten inmiddels dat Feyenoord vaker benadeeld wordt,nl,,
één buitenspeler op de bank. Maar er is echt niemand nodig verder hoor.,nl,,
Feyenoord begint over 10-0…,nl,,
Wat een schijt selectie zeg,nl,,
SPARTA doet weer aan klantenbinding,nl,,
"Pepi verdient t onderhand wel n keer, en deze zag meerdere PSVers wel aankomen haha",nl,,
Alles geven ❌❌❌💪🏻,nl,,
Dat is snel,nl,,
Mensen irriteren zich nu we even een dipje hebben en liepen met hem weg na de week met Feyenoord en psv. Kijk ook naar vorig jaar bijna dezelfde selectie. Farioli is een top trainer,nl,,
Ja dus? Jij had ook Verschueren moeten wisselen voor Kayky en dan Neghli op de plek van Verschueren.,nl,,
Paixao met twente vandaag,nl,,
Wederom top timing van Kroes,nl,,
"In de achtste finale was het stadion zeer matig gevuld, Daar kunnen we jullie wel bij helpen. 
Graag de hele korte zijde (zonder netten!)  voor Feyenoord; Alvast bedankt👍🏻. #winwin",nl,,
Wanprestatie! Ga jullie schamen! Jullie maken de supporters te schande!,nl,,
eindelijk een goede opstelling....,nl,,
"Wat knap, hij leert rekenen! Had ik niet voor mogelijk gehouden.",nl,,
We zien weer duidelijk aan het spel hoeveel vertrouwen ze in de staf hebben.. #priskeout,nl,,
Wijndal prima pot gespeeld! Goed om te zien,nl,,
"Wat doet Bijlow nou?!
🤦🤦🤦

Net zo een actie als Wellenreuther afgelopen woensdag!",nl,,
In ieder geval een x niet Zerrouki brengen ...,nl,,
Doorzetten gvd!!,nl,,
"Anders wat? 

...",nl,,
Armoe troef vanavond,nl,,
Ik zou er 11 doen!🤣😂,nl,,
Eigen schuld. Er zit totaal geen vertrouwen in het team.,nl,,
Adamo voor altijd houden,nl,,
Denk vanaf nu 16 penalties per wedstrijd. Oh nee alleen vandaag weer overdreven streng gefloten 😤 bijzonder weer.,nl,,
Je speelt ongekend slecht maar die goal van Brobbey wordt keihard door je neus geboord,nl,,
Heeft niks met de coach te maken. PSV koopt geen goede verdedigers (flamingo is prima) de rest mag met een strik om weg. Goals maken lukt ook niet als er zo traag wordt gespeeld. Triest dat er geen instelling is bij de heren op het veld om tempo te maken. Kinderlijk balverlies,nl,,
Wordt gewoon weer genaaid. Fk onduidelijk vanaf elke camera,nl,,
We dwingen al maanden niks af. Benoem het probleem en doe er wat aan met elkaar. Als de staf en TD hier tevreden mee is tonen we helaas te weinig ambitie.,nl,,
"Klinkt als de emoties en gedachten van ernstig zieke mensen en hun vrienden en familie.
Zou het daar mee te maken hebben?",nl,,
Wie is ronaldinho als je igor hebt 🫣😂,nl,,
"Enorm geconcentreerd goed om te zien, Baas eruit voor Rugani?, beide centrale met geel is spelen met vuur",nl,,
Schandalig dat we dit weg geven. Ongelofelijk.,nl,,
Tijd voor Pizza,nl,,
Wat een bal Gaaei 😍,nl,,
Heel vet. Altijd bewaren!,nl,,
Zoooo belangrijk.,nl,,
De betere? Heracles was Twente volledig de baas! Tijd voor alweee een grote schoonmaak,nl,,
Doelpunt van Guuzuubuujuuk,nl,,
Verdedigend echt zwaar onvoldoende...,nl,,
"Wat doet die Beelen nu weer, veel te slap optreden van hem.",nl,,
Daar was ik aan toe. Drie punten. Na de goal van Hadj Moussa heb ik weer behoorlijk gekoesterd😂😂,nl,,
"Dramatisch, gooi die trainer eruit voor de kerst , hoe vaak moet ik het nog zeggen !!!",nl,,
"Bmi… en dan ook nog eens aanvoerder….. Wat een heerlijke, brede selectie ook! Maar ja we hopen maar weer op het beste 🥹",nl,,
De altijd vrolijke #Traore ❤,nl,,
Dit zeggen is ook direct rood. Je bent nog dommer dan Dekker.,nl,,
Waarom dan niet starten met een fitte Targhalline? Zijn hij en Moder beide een 'zes'?,nl,,
Maar gelukkig zijn jullie Eindhoven!,nl,,
"Fuck het voetbal dat je speelt, klootzakken",nl,,
"Weg met Brobby
Verkopen en nu al niet meer opstellen
Een draaicirkel van een mamoettanker
Een snelheid van een kalkoen

Tjonge wat een aanfluiting is hij geworden
In Jong zitten betere spitsen

Straalt geen enkele intentie uit",nl,,
wat is die van der eijk een flikker heeft z'n ballen vast op z'n enkels hangen! schone niet slim maar dit is nooit een overtreding,nl,,
Dan licht het niet aan de fans,nl,,
Peer was erg goed vandaag. Sterk spelend en 2 assists.,nl,,
Voor mij zonder twijfel Pedersen!,nl,,
Noem eens een betere dan,nl,,
"Rendement loze schijtpot, waar Feyenoord voetbalt zonder echte kansen, ik mis vuur en concentratie",nl,,
Laat de goed nieuws show maar weer beginne!,nl,,
"Had misschien ook iets te maken met het constante geval van hem na een verloren duel. Een blessure gun je niemand. Godts is een goede voetballer, alleen iets minder arrogant worden. Misschien is dat wel iets typisch Amsterdams?",nl,,
Klaassen en interviews 😂😂😂😂😂,nl,,
"Zo, die hebben er zin in 👍",nl,,
zizooooooooooo,nl,,
Cameraman op de achtergrond die van de grond een foto maakt... 😂,nl,,
ze gaan ni reageren b,nl,,
Tegen op papier mindere ploegen je team niet op scherp kunnen krijgen is echt ongelofelijk triest.,nl,,
Hoe fucking slecht zijn jullie eigenlijk 😂😂😂,nl,,
wa zeede gij?,nl,,
Koop er niks voor.... 2e helft graag focus en verder afmaken,nl,,
Wist niet dat we vandaag met 2 ballen spelen,nl,,
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️en nog duizendmaal❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ en owjaa 🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,nl,,
Argentijnse griep?,nl,,
De groeten kkr nerds,nl,,
Keeper heeft me verrast. Coach verbaasd me door nooit te starteb met sterkste 11,nl,,
Beiden wat water bij de wijn (bijvoorbeeld loonsverhoging na x aantal wedstrijden in het eerste) en snel verlengen. Er zijn nu kansen genoeg om door te breken bij Ajax.,nl,,
"Eid Mubarak, kerstgroet, zwaaien naar de paashaas of een koe vereren, mij zal het niet interesseren. Een club, een Stad, voor #Ajax Amsterdam. Wij zijn #Ajax! piped.video/DQtvgg0qYpI?si=xP7g…",nl,,
Welke kansloze moet erin dan....we hebben niks.....als iedereen 50% bijgeeft word het mss wat,nl,,
Geen aanspeelpunt?? 🤣🤣 je hebt brobbey toch als aanspeelpunt??? Die scoort niet maar is wel een aanspeelpunt dus ik snap je comment niet,nl,,
"Wat een waardeloos optreden, is ten hag nog beschikbaar?",nl,,
"Gelukkig hadden ze zich vooraf al ingedekt tegen het ""vermogende Sparta""...",nl,,
"Anders dan Rob de Wijk, roep ik al jaren (sinds het schoolvoetbal waarin ik hem mocht coachen) dat hij bij Heracles ging spelen.",nl,,
En dat tegen het afbraak voetbal van Buijs,nl,,
@NickTibboel hou op met die teringuien te snijden,nl,,
Jajoh het contract ontbinden van een van je meest talentvolle spelers,nl,,
Waar is de Strijd. Passie. Trots. van ons RKC??,nl,,
Mooie Italiaanse kampioen,nl,,
Kunnen niet eens een fatsoenlijke kans creëren,nl,,
"Eens. Houdt te halstarrig vast aan de bekende meuk waarvan je weet dat het nooit iets gaat worden.

Best wel toe aan gewoon wat vertrouwen in een frivole jeugdspeler. Die een lange weg heeft te gaan maar iig meer kwaliteiten in z’n mars heeft.",nl,,
Mooiste club van de wereld ❤️❤️❤️,nl,,
Nijkamp was bij Pec ook al een arrogante lul!,nl,,
Klaassen kan wel keepen toch,nl,,
Gaan we puntloos de winterstop in,nl,,
We staan nog 2 goals achter…,nl,,
"Snaps sturen ✅
Snaps openen ❌",nl,,
Pffff begin toch met je beste 11 man,nl,,
